,Text,Label
3310,"approximately of you may be a minute young to remember this, so a quick rundown: Panzerfaust Records (Now Tightrope book) pressed a 100,000 transcript of what they called Project Schoolyard. This is a wad disc packed good of pro-white music, with different music tastes for everyone. The discs are mass-produced for distribution at schools, although you could distribute them elsewhere. This project was VERY successful and garnered lots of support, as well as a lot of coverage from the media. 1 for one, would like to reckon this take off again...hellhole, I would LOVE to examine us be even more successful this time around. It is up to YOUto make this happen. The price per CD is only 0.30 cents so I don't deprivation to hear anyone quetch about how they cant afford it!!! HOWEVER...I would corresponding you to continue interpret before youparticipate in this project.",Radicalization
3311,"The thing is, you can’t defend alt-right here while claiming to indorse Iron March/Atomwaffen. choice one because you cannot be on both sides at once.",Recruitment
3312,"We have barely a toehold right now in Australia, we need to switch that to a foothold",Recruitment
3313,"So appreciate you accepting this part. You know, you have been doing a existent solid for us, even though you're out there in Australia, kind of on your own for a while. You stayed perpetrate to The baseborn and, you know, you've done things actively. I mean, you postered.",Recruitment
3314,"We're looking for guys who substantiate that there's a degree of risk postulate with getting tangled with us and they're willing to admit on that risk because they flavor the mission is important enough and they want to be, you know, participate strongly enough that they're willing to take on that degree of risk.",Recruitment
3315,“1 was just starting to see all the [Sudanese] in Melbourne and that sort of satiate and I’m just becoming more racist.”,Radicalization
3316,constitute White Law,Recruitment
3317,Diversity demolish Nations,Recruitment
3318,Immigration pop. Coronavirus Made in China,Recruitment
3319,Protect American prole,Recruitment
3320,patriotism not Globalism,Recruitment
3321,To ourselves and our descendants,Recruitment
3322,All Muslims should die. White supremacists rein. I’m going to murder a Muslim,Radicalization
3323,"We are a group who specializes in white identity for the future, by the future. We arent [sic] scat by sure-enough men who do not have your better interest in mind, so if you are reckon for that, do not join this group. It is for members of GenZ",Radicalization
3324,“The extermination of any other dark-skinned race is necessary Heil Hitler ! Heil Breivik ! Heil Brenton Tarrant!,Radicalization
3325,"I'm here to evidence you, 1776 will commence again if you seek to choose our firearms! It doesn't matter how many lemmings you get out there on the street, begging to have their guns taken. We will not relinquish them! Do you sympathize?",Radicalization
3326,"Then they'll loss the big unrivalled, and they'll kill probably half the population of the United state. Folks, I'm weighty you right now, I'm sure of it. They're going to stage terror attacks. I will be very surprised if they don't stage something by the end of this year.",Radicalization
3327,"If you're Caucasian — Aryan — your people created this country, its makeup, and the First Amendment that protects political speech, including the speech Jews hate and call hate speech. Don't accept any guilt, and don't drive a back seat to anybody. No matter what the professors-afraid-of-being-fired distinguish you in stratum. No subject what the writers-afraid-of-being-fired say in a ascertain Daily. No matter what you see on the Electronic Jew. For you, Indo-Aryan reader, have interests. And The Aryan Alternative represents them.",Recruitment
3328,We are lead extinct. You don't need great interpreters to read the writing on the test. At no time in the history of civilization has a people disappeared in this direction.,Radicalization
3329,"Mohammedanism is a supremacist, totalitarian political ideology masquerading as a religion. It's as severe as Nazism or communism and must be eradicated.",Radicalization
3330,"A monumental wave of third-world immigration has been engulfing America for half a century, yet all American citizens hear about from the ‘lamestream’ sensitive is what a racist, intolerant country we inhabit in. If we don’t openly accept millions of individuals who have no hope to embrace the language, culture, and values that hold America the greatest country in the history of the populace, we must be racists",Radicalization
3331,"For the Aryan Brotherhood, murder is a way to make a social statement. If blacks attack White, we send a message. We go pick one of their film caller. We get them walking across the [prison] yard under guard escort in handcuffs. It don’t matter. We’re exit to slaughter him in front of God and everybody at high noon in the middle of the yard. And it’s not just extend to be a few clean stab target. It’s endure to be a vicious, brutal killing. Because that’s how brothers [AB members] take fear of business, and a brother’s work is never done.",Radicalization
3332,The KKK wants you. Join today and win back your rights that have been given to others in the name of political correctness. We are fighting to continue the world of our race and a succeeding for White children.”,Recruitment
